OGLE-LMC-CEP-0173,F,50:51.4,-66:59:56.7,15.591,3.0727919,0.0000075,LMC533.15.44,
OGLE-LMC-CEP-0174,F,50:52.4,-69:18:56.0,13.666,15.8633946,0.0001107,LMC531.13.17275,
OGLE-LMC-CEP-0175,F,50:54.1,-69:31:41.6,15.453,3.0040744,0.000004,LMC531.13.4649,
OGLE-LMC-CEP-0176,F,50:55.7,-68:53:40.3,15.608,2.7567083,0.0000027,LMC531.30.4550,
OGLE-LMC-CEP-0177,F,50:56.4,-69:12:51.0,15.031,4.2764188,0.000006,LMC531.22.4835,
OGLE-LMC-CEP-0178,12,50:58.5,-70:09:09.8,16.788,0.7226737,0.000001,LMC530.29.115,
OGLE-LMC-CEP-0179,F,51:01.4,-69:36:07.9,15.731,2.6151686,0.0000036,LMC531.13.17,
OGLE-LMC-CEP-0180,F,51:02.5,-69:54:49.4,16.892,1.0372144,0.0000013,LMC531.05.122,
OGLE-LMC-CEP-0181,F,51:04.9,-67:21:51.0,15.209,3.7039359,0.00001,LMC533.06.14235,
OGLE-LMC-CEP-0182,1,51:05.2,-66:50:58.3,16.533,1.0457823,0.0000051,LMC533.14.18005,
OGLE-LMC-CEP-0183,12,51:07.2,-70:40:05.4,16.735,0.8934836,0.0000033,LMC530.12.4268,
OGLE-LMC-CEP-0184,1,51:07.5,-68:50:25.5,15.891,1.7935883,0.0000063,LMC531.30.4616,
OGLE-LMC-CEP-0185,1,51:08.1,-69:18:35.2,18.193,0.2931891,0.0000005,LMC531.13.17747,
OGLE-LMC-CEP-0186,F,51:09.6,-69:08:23.1,15.138,5.3792477,0.0000168,LMC531.22.9908,
OGLE-LMC-CEP-0187,1,51:12.3,-67:15:20.6,14.124,4.8418441,0.000042,LMC533.06.17060,
OGLE-LMC-CEP-0188,F,51:12.7,-68:44:16.8,16.318,1.6484262,0.0000016,LMC531.30.16199,
OGLE-LMC-CEP-0189,F,51:15.6,-69:05:17.2,14.765,5.9198864,0.0000137,LMC531.22.9904,
OGLE-LMC-CEP-0190,1,51:15.6,-70:13:52.0,15.302,1.9127457,0.0000033,LMC530.21.3743D,
OGLE-LMC-CEP-0191,F,51:18.0,-69:45:44.7,15.327,3.3540102,0.0000089,LMC531.05.10848,
OGLE-LMC-CEP-0192,1,51:19.2,-66:50:52.0,18.212,0.2995692,0.0000012,LMC533.14.18137,
OGLE-LMC-CEP-0193,1,51:20.3,-68:18:12.8,15.726,1.6916737,0.0000053,LMC532.13.22188,
OGLE-LMC-CEP-0194,F,51:22.2,-70:35:31.8,15.473,3.1455578,0.000008,LMC530.12.6741,
OGLE-LMC-CEP-0195,1,51:23.1,-70:38:00.0,14.288,4.7535223,0.0000287,LMC530.12.4220,
OGLE-LMC-CEP-0196,F,51:24.1,-66:57:33.9,15.931,2.2983774,0.000003,LMC533.14.15971,
OGLE-LMC-CEP-0197,F,51:24.4,-68:36:46.1,15.679,2.6181371,0.0000027,LMC532.05.24792,
OGLE-LMC-CEP-0198,F,51:25.9,-69:33:11.6,15.928,2.0349701,0.0000023,LMC531.13.61,
OGLE-LMC-CEP-0199,F,51:27.8,-69:29:22.0,15.134,4.2997888,0.0000165,LMC531.13.4663,
